Country/Region,Region,Year,Business Tax Rate,Days to Start Business,Ease of Business,Hours to do Tax,Lending Interest
Israel,Middle East,12/1/2004,0,20,0,0,0.075
Jordan,Middle East,12/1/2004,0,26,0,0,0.083
Kuwait,Middle East,12/1/2004,0,35,0,0,0.056
Lebanon,Middle East,12/1/2004,0,46,0,0,0.108
Oman,Middle East,12/1/2004,0,35,0,0,0.076
Qatar,Middle East,12/1/2004,0,0,0,0,0.07
Saudi Arabia,Middle East,12/1/2004,0,74,0,0,0
Syria,Middle East,12/1/2004,0,43,0,0,0.075
United Arab Emirates,Middle East,12/1/2004,0,19,0,0,0
Yemen,Middle East,12/1/2004,0,63,0,0,0.185
American Samoa,Oceania,12/1/2004,0,0,0,0,0
Australia,Oceania,12/1/2004,0,3,0,0,0.089
Fiji,Oceania,12/1/2004,0,45,0,0,0.072
French Polynesia,Oceania,12/1/2004,0,0,0,0,0
Guam,Oceania,12/1/2004,0,0,0,0,0
Kiribati,Oceania,12/1/2004,0,21,0,0,0
Marshall Islands,Oceania,12/1/2004,0,17,0,0,0
"Micronesia, Fed. Sts.",Oceania,12/1/2004,0,16,0,0,0.154
New Caledonia,Oceania,12/1/2004,0,0,0,0,0
New Zealand,Oceania,12/1/2004,0,12,0,0,0.071
Papua New Guinea,Oceania,12/1/2004,0,51,0,0,0.133
Samoa,Oceania,12/1/2004,0,42,0,0,0.112
Solomon Islands,Oceania,12/1/2004,0,56,0,0,0.143
Tonga,Oceania,12/1/2004,0,32,0,0,0.116
Vanuatu,Oceania,12/1/2004,0,47,0,0,0.076
Antigua and Barbuda,The Americas,12/1/2004,0,0,0,0,0.12
Argentina,The Americas,12/1/2004,0,30,0,0,0.068
Aruba,The Americas,12/1/2004,0,0,0,0,0.116
"Bahamas, The",The Americas,12/1/2004,0,0,0,0,0.06
Barbados,The Americas,12/1/2004,0,0,0,0,0.083
Belize,The Americas,12/1/2004,0,0,0,0,0.139
Bermuda,The Americas,12/1/2004,0,0,0,0,0
Bolivia,The Americas,12/1/2004,0,60,0,0,0.145
Brazil,The Americas,12/1/2004,0,152,0,0,0.549
Mauritius,Africa,12/1/2005,26%,46,0,161,0.21
Tunisia,Africa,12/1/2005,61%,11,0,268,0
Seychelles,Africa,12/1/2005,48%,39,0,76,0.098
Morocco,Africa,12/1/2005,52%,12,0,358,0.115
Algeria,Africa,12/1/2005,77%,25,0,451,0.08
South Africa,Africa,12/1/2005,38%,35,0,350,0.106
Libya,Africa,12/1/2005,0%,0,0,0,0.061
Egypt,Africa,12/1/2005,54%,22,0,504,0.131
Botswana,Africa,12/1/2005,17%,107,0,140,0.157
Lesotho,Africa,12/1/2005,29%,93,0,564,0.117
Namibia,Africa,12/1/2005,26%,95,0,339,0.106
Djibouti,Africa,12/1/2005,38%,37,0,66,0.112
Zimbabwe,Africa,12/1/2005,32%,97,0,216,2.357
Swaziland,Africa,12/1/2005,36%,60,0,104,0.106
Gabon,Africa,12/1/2005,45%,57,0,488,0.177
Ghana,Africa,12/1/2005,40%,18,0,304,0
Central African Republic,Africa,12/1/2005,66%,22,0,504,0.177
Cote d'Ivoire,Africa,12/1/2005,47%,45,0,270,0
Mauritania,Africa,12/1/2005,95%,82,0,696,0.231
Equatorial Guinea,Africa,12/1/2005,44%,137,0,492,0.177
Togo,Africa,12/1/2005,53%,65,0,270,0
Rwanda,Africa,12/1/2005,47%,18,0,168,0.161
Sudan,Africa,12/1/2005,50%,39,0,180,0
Madagascar,Africa,12/1/2005,47%,38,0,400,0.27
Sao Tome and Principe,Africa,12/1/2005,47%,144,0,424,0.312
Congo (Brazzaville),Africa,12/1/2005,65%,37,0,606,0.177
Kenya,Africa,12/1/2005,50%,54,0,372,0.129
Ethiopia,Africa,12/1/2005,30%,34,0,212,0.07
Comoros,Africa,12/1/2005,218%,24,0,100,0.11
Senegal,Africa,12/1/2005,50%,59,0,696,0
South Sudan,Africa,12/1/2005,0%,0,0,0,0
Cameroon,Africa,12/1/2005,51%,45,0,654,0.177
Guinea-Bissau,Africa,12/1/2005,54%,259,0,208,0
Guinea,Africa,12/1/2005,81%,40,0,416,0
Liberia,Africa,12/1/2005,0%,0,0,0,0.17
Benin,Africa,12/1/2005,76%,31,0,270,0
Eritrea,Africa,12/1/2005,85%,76,0,216,0
Sierra Leone,Africa,12/1/2005,272%,26,0,399,0.246
Nigeria,Africa,12/1/2005,32%,35,0,"1,120",0.179
Malawi,Africa,12/1/2005,33%,39,0,370,0.331
Tanzania,Africa,12/1/2005,44%,28,0,172,0.152
Zambia,Africa,12/1/2005,15%,35,0,183,0.282
Mozambique,Africa,12/1/2005,38%,153,0,230,0.195
Burundi,Africa,12/1/2005,280%,13,0,140,0.184
"Gambia, The",Africa,12/1/2005,286%,27,0,376,0.349
Burkina Faso,Africa,12/1/2005,48%,40,0,270,0
Congo (Kinshasa),Africa,12/1/2005,287%,133,0,308,0
Somalia,Africa,12/1/2005,0%,0,0,0,0
Uganda,Africa,12/1/2005,37%,34,0,237,0.196
Mali,Africa,12/1/2005,51%,41,0,270,0
Angola,Africa,12/1/2005,52%,119,0,272,0.677
Chad,Africa,12/1/2005,74%,64,0,732,0.177
Niger,Africa,12/1/2005,42%,35,0,270,0
Mauritius,Africa,12/1/2006,26%,46,0,161,0.211
Seychelles,Africa,12/1/2006,48%,39,0,76,0.1
Tunisia,Africa,12/1/2006,61%,11,0,268,0
Morocco,Africa,12/1/2006,52%,12,0,358,0
Algeria,Africa,12/1/2006,77%,25,0,451,0.08
South Africa,Africa,12/1/2006,37%,35,0,350,0.112
Libya,Africa,12/1/2006,0%,0,0,0,0.063
Egypt,Africa,12/1/2006,46%,19,0,596,0.126
Botswana,Africa,12/1/2006,17%,107,0,140,0.165
Lesotho,Africa,12/1/2006,29%,73,0,564,0.122
Namibia,Africa,12/1/2006,26%,95,0,339,0.112
Djibouti,Africa,12/1/2006,38%,37,0,66,0
Swaziland,Africa,12/1/2006,36%,60,0,104,0.112
Zimbabwe,Africa,12/1/2006,32%,97,0,216,4.965
Gabon,Africa,12/1/2006,45%,57,0,488,0.153
Ghana,Africa,12/1/2006,36%,18,0,304,0
Cote d'Ivoire,Africa,12/1/2006,47%,45,0,270,0
Central African Republic,Africa,12/1/2006,204%,22,0,504,0.153
Sudan,Africa,12/1/2006,36%,39,0,180,0
Mauritania,Africa,12/1/2006,95%,82,0,696,0.24
Madagascar,Africa,12/1/2006,47%,21,0,304,0.295
Equatorial Guinea,Africa,12/1/2006,44%,135,0,492,0.153
Togo,Africa,12/1/2006,53%,64,0,270,0
Kenya,Africa,12/1/2006,50%,54,0,432,0.136
Rwanda,Africa,12/1/2006,37%,16,0,168,0.161
Ethiopia,Africa,12/1/2006,30%,18,0,212,0.07
Sao Tome and Principe,Africa,12/1/2006,49%,144,0,424,0.293
South Sudan,Africa,12/1/2006,0%,0,0,0,0
Congo (Brazzaville),Africa,12/1/2006,65%,37,0,606,0.153
Comoros,Africa,12/1/2006,218%,22,0,100,0.105
Senegal,Africa,12/1/2006,46%,59,0,696,0
Cameroon,Africa,12/1/2006,51%,45,0,654,0.153
Guinea-Bissau,Africa,12/1/2006,46%,259,0,208,0
Guinea,Africa,12/1/2006,81%,40,0,416,0
Liberia,Africa,12/1/2006,43%,68,0,158,0.155
Benin,Africa,12/1/2006,76%,31,0,270,0
Eritrea,Africa,12/1/2006,85%,76,0,216,0
Sierra Leone,Africa,12/1/2006,272%,26,0,399,0.24
Nigeria,Africa,12/1/2006,32%,35,0,"1,120",0.169
Malawi,Africa,12/1/2006,33%,39,0,370,0.323
Tanzania,Africa,12/1/2006,44%,27,0,172,0.157
Mozambique,Africa,12/1/2006,38%,113,0,230,0.186
Zambia,Africa,12/1/2006,15%,35,0,183,0.232
Burundi,Africa,12/1/2006,280%,13,0,140,0.171
Burkina Faso,Africa,12/1/2006,48%,34,0,270,0
"Gambia, The",Africa,12/1/2006,292%,27,0,376,0.298
Congo (Kinshasa),Africa,12/1/2006,287%,133,0,308,0.464
Uganda,Africa,12/1/2006,35%,28,0,237,0.187
Somalia,Africa,12/1/2006,0%,0,0,0,0
Mali,Africa,12/1/2006,51%,41,0,270,0
Chad,Africa,12/1/2006,74%,64,0,732,0.153
Angola,Africa,12/1/2006,52%,119,0,272,0.195
Niger,Africa,12/1/2006,42%,24,0,270,0
Mauritius,Africa,12/1/2007,24%,7,0,161,0.219
Tunisia,Africa,12/1/2007,61%,11,0,268,0
Seychelles,Africa,12/1/2007,48%,39,0,76,0.109
Morocco,Africa,12/1/2007,44%,12,0,358,0
South Africa,Africa,12/1/2007,37%,31,0,350,0.132
Algeria,Africa,12/1/2007,74%,25,0,451,0.08
Libya,Africa,12/1/2007,0%,0,0,0,0.06
Egypt,Africa,12/1/2007,45%,10,0,711,0.125
Botswana,Africa,12/1/2007,17%,107,0,140,0.162
Lesotho,Africa,12/1/2007,22%,73,0,342,0.141
Namibia,Africa,12/1/2007,26%,99,0,339,0.129
Djibouti,Africa,12/1/2007,38%,37,0,66,0.112
Swaziland,Africa,12/1/2007,36%,60,0,104,0.132
Zimbabwe,Africa,12/1/2007,51%,97,0,256,0
Ghana,Africa,12/1/2007,33%,15,0,304,0
Gabon,Africa,12/1/2007,45%,57,0,488,0.15
Central African Republic,Africa,12/1/2007,204%,22,0,504,0.15
Cote d'Ivoire,Africa,12/1/2007,45%,40,0,270,0
Sudan,Africa,12/1/2007,36%,39,0,180,0
Mauritania,Africa,12/1/2007,95%,65,0,696,0.235
Ethiopia,Africa,12/1/2007,30%,18,0,198,0.075
Madagascar,Africa,12/1/2007,47%,7,0,238,0.45
Equatorial Guinea,Africa,12/1/2007,44%,135,0,492,0.15
Togo,Africa,12/1/2007,53%,62,0,270,0
Kenya,Africa,12/1/2007,49%,44,0,432,0.133
Rwanda,Africa,12/1/2007,34%,16,0,168,0.161
Sao Tome and Principe,Africa,12/1/2007,49%,144,0,424,0.324
South Sudan,Africa,12/1/2007,0%,0,0,0,0
Guinea,Africa,12/1/2007,81%,40,0,416,0
Congo (Brazzaville),Africa,12/1/2007,65%,37,0,606,0.15
Liberia,Africa,12/1/2007,43%,68,0,158,0.15
Benin,Africa,12/1/2007,73%,31,0,270,0
Comoros,Africa,12/1/2007,218%,22,0,100,0.105
Senegal,Africa,12/1/2007,46%,59,0,696,0
Sierra Leone,Africa,12/1/2007,235%,26,0,399,0.25
Cameroon,Africa,12/1/2007,51%,38,0,654,0.15
Guinea-Bissau,Africa,12/1/2007,46%,259,0,208,0
Eritrea,Africa,12/1/2007,85%,84,0,216,0
Nigeria,Africa,12/1/2007,32%,27,0,"1,120",0.169
Malawi,Africa,12/1/2007,33%,39,0,370,0.277
Tanzania,Africa,12/1/2007,44%,26,0,172,0.161
Mozambique,Africa,12/1/2007,38%,29,0,230,0.195
Zambia,Africa,12/1/2007,15%,33,0,183,0.189
Burundi,Africa,12/1/2007,280%,13,0,140,0.168
Burkina Faso,Africa,12/1/2007,48%,18,0,270,0
"Gambia, The",Africa,12/1/2007,292%,32,0,376,0.279
Congo (Kinshasa),Africa,12/1/2007,288%,133,0,308,0.47
Somalia,Africa,12/1/2007,0%,0,0,0,0
Uganda,Africa,12/1/2007,37%,28,0,237,0.191
Angola,Africa,12/1/2007,52%,119,0,272,0.177
Mali,Africa,12/1/2007,51%,25,0,270,0
Chad,Africa,12/1/2007,74%,64,0,732,0.15
Niger,Africa,12/1/2007,42%,23,0,270,0
Mauritius,Africa,12/1/2008,26%,6,0,161,0.115
Seychelles,Africa,12/1/2008,47%,39,0,76,0.118
Tunisia,Africa,12/1/2008,59%,11,0,228,0
Morocco,Africa,12/1/2008,53%,12,0,358,0
South Africa,Africa,12/1/2008,34%,22,0,200,0.151
Libya,Africa,12/1/2008,0%,0,0,0,0.06
Egypt,Africa,12/1/2008,44%,8,0,711,0.123
Algeria,Africa,12/1/2008,74%,25,0,451,0.08
Botswana,Africa,12/1/2008,17%,77,0,140,0.165
Lesotho,Africa,12/1/2008,20%,40,0,324,0.162
Namibia,Africa,12/1/2008,23%,66,0,339,0.137
Djibouti,Africa,12/1/2008,38%,37,0,66,0.116
Swaziland,Africa,12/1/2008,36%,60,0,104,0.148
Zimbabwe,Africa,12/1/2008,68%,97,0,256,0
Ghana,Africa,12/1/2008,33%,13,0,224,0
Gabon,Africa,12/1/2008,45%,57,0,488,0
Central African Republic,Africa,12/1/2008,204%,22,0,504,0
Cote d'Ivoire,Africa,12/1/2008,45%,40,0,270,0
Ethiopia,Africa,12/1/2008,30%,18,0,198,0.08
Mauritania,Africa,12/1/2008,86%,19,0,696,0.203
Sudan,Africa,12/1/2008,36%,39,0,180,0
Madagascar,Africa,12/1/2008,43%,7,0,238,0.45
Equatorial Guinea,Africa,12/1/2008,44%,135,0,492,0
Sao Tome and Principe,Africa,12/1/2008,47%,144,0,424,0.324
South Sudan,Africa,12/1/2008,0%,0,0,0,0
Togo,Africa,12/1/2008,53%,62,0,270,0
Kenya,Africa,12/1/2008,49%,30,0,417,0.14
Liberia,Africa,12/1/2008,43%,31,0,158,0.144
Comoros,Africa,12/1/2008,218%,22,0,100,0.105
Rwanda,Africa,12/1/2008,33%,14,0,160,0.165
Cameroon,Africa,12/1/2008,50%,38,0,654,0
Guinea-Bissau,Africa,12/1/2008,46%,259,0,208,0
Guinea,Africa,12/1/2008,81%,40,0,416,0
Congo (Brazzaville),Africa,12/1/2008,66%,161,0,606,0
Benin,Africa,12/1/2008,73%,31,0,270,0
Eritrea,Africa,12/1/2008,85%,84,0,216,0
Senegal,Africa,12/1/2008,46%,9,0,666,0
Sierra Leone,Africa,12/1/2008,235%,17,0,399,0.245
Tanzania,Africa,12/1/2008,44%,26,0,172,0.15
Mozambique,Africa,12/1/2008,38%,26,0,230,0.183
Nigeria,Africa,12/1/2008,32%,25,0,938,0.155
Malawi,Africa,12/1/2008,32%,39,0,292,0.253
Zambia,Africa,12/1/2008,15%,18,0,183,0.191
Burkina Faso,Africa,12/1/2008,45%,16,0,270,0
"Gambia, The",Africa,12/1/2008,292%,27,0,376,0.27
Congo (Kinshasa),Africa,12/1/2008,288%,133,0,308,0.432
Burundi,Africa,12/1/2008,280%,13,0,140,0.165
Somalia,Africa,12/1/2008,0%,0,0,0,0
Uganda,Africa,12/1/2008,34%,25,0,222,0.205
Chad,Africa,12/1/2008,71%,64,0,732,0
Angola,Africa,12/1/2008,52%,68,0,272,0.125
Mali,Africa,12/1/2008,51%,25,0,270,0
Niger,Africa,12/1/2008,42%,19,0,270,0
Mauritius,Africa,12/1/2009,26%,6,0,161,0.093
Seychelles,Africa,12/1/2009,44%,39,0,76,0.153
Tunisia,Africa,12/1/2009,62%,11,0,228,0
Morocco,Africa,12/1/2009,49%,12,0,358,0
South Africa,Africa,12/1/2009,30%,22,0,200,0.117
Libya,Africa,12/1/2009,0%,0,0,0,0.06
Egypt,Africa,12/1/2009,43%,8,0,480,0.12
Algeria,Africa,12/1/2009,72%,25,0,451,0.08
Botswana,Africa,12/1/2009,17%,60,0,140,0.138
Namibia,Africa,12/1/2009,22%,66,0,339,0.111
Lesotho,Africa,12/1/2009,20%,40,0,324,0.13
Djibouti,Africa,12/1/2009,38%,37,0,66,0.111
Swaziland,Africa,12/1/2009,36%,60,0,104,0.114
Zimbabwe,Africa,12/1/2009,38%,97,0,270,0
Ghana,Africa,12/1/2009,33%,12,0,224,0
Gabon,Africa,12/1/2009,45%,57,0,488,0
Central African Republic,Africa,12/1/2009,204%,23,0,504,0
Ethiopia,Africa,12/1/2009,30%,15,0,198,0
Sudan,Africa,12/1/2009,36%,36,0,180,0
Cote d'Ivoire,Africa,12/1/2009,44%,40,0,270,0
Mauritania,Africa,12/1/2009,86%,19,0,696,0.195
Madagascar,Africa,12/1/2009,38%,7,0,201,0.45
Equatorial Guinea,Africa,12/1/2009,44%,135,0,492,0
Kenya,Africa,12/1/2009,49%,34,0,417,0.148
Rwanda,Africa,12/1/2009,31%,3,0,160,0.161
Sao Tome and Principe,Africa,12/1/2009,47%,144,0,424,0.311
South Sudan,Africa,12/1/2009,0%,0,0,0,0
Togo,Africa,12/1/2009,53%,84,0,270,0
Benin,Africa,12/1/2009,73%,31,0,270,0
Liberia,Africa,12/1/2009,43%,20,0,158,0.142
Comoros,Africa,12/1/2009,218%,22,0,100,0.105
Sierra Leone,Africa,12/1/2009,235%,12,0,357,0.222
Cameroon,Africa,12/1/2009,49%,35,0,654,0
Guinea-Bissau,Africa,12/1/2009,46%,216,0,208,0
Guinea,Africa,12/1/2009,81%,40,0,416,0
Congo (Brazzaville),Africa,12/1/2009,66%,161,0,606,0
Eritrea,Africa,12/1/2009,85%,84,0,216,0
Senegal,Africa,12/1/2009,46%,9,0,666,0
Mozambique,Africa,12/1/2009,38%,26,0,230,0.157
Malawi,Africa,12/1/2009,26%,39,0,157,0.253
Tanzania,Africa,12/1/2009,44%,26,0,172,0.15
Nigeria,Africa,12/1/2009,32%,25,0,938,0.184
Zambia,Africa,12/1/2009,15%,18,0,183,0.221
Burkina Faso,Africa,12/1/2009,45%,14,0,270,0
"Gambia, The",Africa,12/1/2009,292%,27,0,376,0.27
Congo (Kinshasa),Africa,12/1/2009,293%,127,0,308,0.654
Burundi,Africa,12/1/2009,280%,13,0,140,0.141
Uganda,Africa,12/1/2009,35%,25,0,161,0.21
Somalia,Africa,12/1/2009,0%,0,0,0,0
Angola,Africa,12/1/2009,52%,68,0,272,0.157
Chad,Africa,12/1/2009,71%,64,0,732,0
Mali,Africa,12/1/2009,51%,8,0,270,0
Niger,Africa,12/1/2009,47%,17,0,270,0
Mauritius,Africa,12/1/2010,27%,6,0,161,0.089
Seychelles,Africa,12/1/2010,44%,39,0,76,0.127
Tunisia,Africa,12/1/2010,62%,11,0,144,0
South Africa,Africa,12/1/2010,30%,22,0,200,0.098
Morocco,Africa,12/1/2010,50%,12,0,358,0
Libya,Africa,12/1/2010,0%,0,0,0,0.06
Botswana,Africa,12/1/2010,20%,60,0,152,0.115
Egypt,Africa,12/1/2010,43%,8,0,433,0.11
Algeria,Africa,12/1/2010,72%,25,0,451,0.08
Namibia,Africa,12/1/2010,22%,66,0,339,0.097
Lesotho,Africa,12/1/2010,20%,40,0,324,0.112
Djibouti,Africa,12/1/2010,38%,37,0,90,0.103
Swaziland,Africa,12/1/2010,37%,56,0,104,0.098
Zimbabwe,Africa,12/1/2010,39%,90,0,242,0
Ghana,Africa,12/1/2010,33%,12,0,224,0
Gabon,Africa,12/1/2010,44%,57,0,488,0
Central African Republic,Africa,12/1/2010,204%,23,0,504,0
Ethiopia,Africa,12/1/2010,30%,15,0,198,0
Mauritania,Africa,12/1/2010,68%,19,0,696,0.17
Sudan,Africa,12/1/2010,36%,36,0,180,0
Madagascar,Africa,12/1/2010,38%,7,0,201,0.49
Sao Tome and Principe,Africa,12/1/2010,33%,144,0,424,0.289
Cote d'Ivoire,Africa,12/1/2010,44%,40,0,270,0
Equatorial Guinea,Africa,12/1/2010,44%,135,0,492,0
South Sudan,Africa,12/1/2010,0%,0,0,0,0
Togo,Africa,12/1/2010,50%,84,0,270,0
Kenya,Africa,12/1/2010,49%,33,0,393,0.144
Liberia,Africa,12/1/2010,43%,20,0,141,0.142
Comoros,Africa,12/1/2010,218%,22,0,100,0.105
Rwanda,Africa,12/1/2010,31%,3,0,148,0.167
Sierra Leone,Africa,12/1/2010,235%,12,0,357,0.213
Guinea,Africa,12/1/2010,88%,40,0,416,0
Benin,Africa,12/1/2010,66%,31,0,270,0
Eritrea,Africa,12/1/2010,85%,84,0,216,0
Guinea-Bissau,Africa,12/1/2010,46%,216,0,208,0
Cameroon,Africa,12/1/2010,49%,19,0,654,0
Congo (Brazzaville),Africa,12/1/2010,66%,161,0,606,0
Senegal,Africa,12/1/2010,46%,9,0,666,0
Mozambique,Africa,12/1/2010,38%,13,0,230,0.163
Malawi,Africa,12/1/2010,26%,39,0,157,0.246
Tanzania,Africa,12/1/2010,44%,26,0,172,0.145
Nigeria,Africa,12/1/2010,32%,25,0,938,0.176
Zambia,Africa,12/1/2010,14%,18,0,183,0.209
Burkina Faso,Africa,12/1/2010,45%,14,0,270,0
"Gambia, The",Africa,12/1/2010,292%,27,0,376,0.27
Congo (Kinshasa),Africa,12/1/2010,339%,84,0,336,0.565
Burundi,Africa,12/1/2010,155%,13,0,211,0.124
Somalia,Africa,12/1/2010,0%,0,0,0,0
Uganda,Africa,12/1/2010,35%,24,0,161,0.202
Angola,Africa,12/1/2010,52%,66,0,282,0.225
Chad,Africa,12/1/2010,76%,64,0,732,0
Mali,Africa,12/1/2010,51%,8,0,270,0
Niger,Africa,12/1/2010,47%,17,0,270,0
Mauritius,Africa,12/1/2011,28%,6,0,161,0.089
Seychelles,Africa,12/1/2011,32%,39,0,76,0.112
Tunisia,Africa,12/1/2011,62%,11,0,144,0
South Africa,Africa,12/1/2011,32%,19,0,200,0.09
Morocco,Africa,12/1/2011,50%,12,0,238,0
Libya,Africa,12/1/2011,0%,0,0,0,0.06
Botswana,Africa,12/1/2011,20%,60,0,152,0.11
Egypt,Africa,12/1/2011,44%,8,0,433,0.11
Algeria,Africa,12/1/2011,72%,25,0,451,0.08
Namibia,Africa,12/1/2011,22%,66,0,339,0.087
Lesotho,Africa,12/1/2011,16%,40,0,324,0.104
Djibouti,Africa,12/1/2011,38%,37,0,82,0.106
Swaziland,Africa,12/1/2011,37%,56,0,104,0.09
Zimbabwe,Africa,12/1/2011,34%,90,0,242,0
Ghana,Africa,12/1/2011,33%,12,0,224,0
Gabon,Africa,12/1/2011,44%,57,0,488,0
Sudan,Africa,12/1/2011,36%,36,0,180,0
Ethiopia,Africa,12/1/2011,30%,15,0,198,0
Central African Republic,Africa,12/1/2011,55%,22,0,504,0
Mauritania,Africa,12/1/2011,68%,19,0,696,0.17
Madagascar,Africa,12/1/2011,37%,8,0,201,0.525
Equatorial Guinea,Africa,12/1/2011,44%,135,0,492,0
Comoros,Africa,12/1/2011,218%,22,0,100,0.105
Kenya,Africa,12/1/2011,49%,33,0,393,0.15
Rwanda,Africa,12/1/2011,31%,3,0,148,0
Sao Tome and Principe,Africa,12/1/2011,33%,10,0,424,0.27
Cote d'Ivoire,Africa,12/1/2011,44%,32,0,270,0
South Sudan,Africa,12/1/2011,0%,0,0,0,0
Togo,Africa,12/1/2011,49%,84,0,270,0
Benin,Africa,12/1/2011,66%,29,0,270,0
Liberia,Africa,12/1/2011,43%,6,0,158,0.138
Sierra Leone,Africa,12/1/2011,32%,12,0,357,0.21
Guinea-Bissau,Africa,12/1/2011,46%,9,0,208,0
Cameroon,Africa,12/1/2011,49%,15,0,654,0
Guinea,Africa,12/1/2011,91%,40,0,416,0
Congo (Brazzaville),Africa,12/1/2011,65%,161,0,606,0
Eritrea,Africa,12/1/2011,85%,84,0,216,0
Senegal,Africa,12/1/2011,46%,6,0,666,0
Mozambique,Africa,12/1/2011,38%,13,0,230,0.191
Malawi,Africa,12/1/2011,29%,39,0,157,0.238
Tanzania,Africa,12/1/2011,45%,26,0,172,0.15
Nigeria,Africa,12/1/2011,33%,28,0,938,0.16
Burkina Faso,Africa,12/1/2011,44%,13,0,270,0
Zambia,Africa,12/1/2011,14%,18,0,183,0.188
"Gambia, The",Africa,12/1/2011,283%,27,0,376,0.28
Congo (Kinshasa),Africa,12/1/2011,339%,65,0,336,0.438
Uganda,Africa,12/1/2011,35%,33,0,213,0.218
Burundi,Africa,12/1/2011,52%,13,0,274,0.132
Somalia,Africa,12/1/2011,0%,0,0,0,0
Angola,Africa,12/1/2011,52%,66,0,282,0.188
Chad,Africa,12/1/2011,76%,55,0,732,0
Mali,Africa,12/1/2011,51%,8,0,270,0
Niger,Africa,12/1/2011,44%,17,0,270,0
Mauritius,Africa,12/1/2012,28%,6,20,161,0.087
Seychelles,Africa,12/1/2012,26%,39,77,76,0.122
Tunisia,Africa,12/1/2012,62%,11,49,144,0
South Africa,Africa,12/1/2012,33%,19,41,200,0.088
Libya,Africa,12/1/2012,32%,35,188,889,0.06
Morocco,Africa,12/1/2012,50%,12,95,238,0
Botswana,Africa,12/1/2012,25%,60,65,152,0.11
Egypt,Africa,12/1/2012,43%,8,127,392,0.12
Algeria,Africa,12/1/2012,72%,25,151,451,0.08
Namibia,Africa,12/1/2012,22%,66,94,314,0.087
Lesotho,Africa,12/1/2012,16%,29,139,324,0.101
Djibouti,Africa,12/1/2012,38%,37,172,82,0
Swaziland,Africa,12/1/2012,37%,56,120,104,0.088
Ghana,Africa,12/1/2012,33%,12,62,224,0
Zimbabwe,Africa,12/1/2012,35%,90,168,242,0
Gabon,Africa,12/1/2012,44%,57,169,488,0
Central African Republic,Africa,12/1/2012,67%,22,187,483,0
Mauritania,Africa,12/1/2012,68%,19,171,696,0.17
Sudan,Africa,12/1/2012,36%,36,143,180,0
Ethiopia,Africa,12/1/2012,33%,15,124,306,0
Madagascar,Africa,12/1/2012,36%,8,144,201,0.6
Sao Tome and Principe,Africa,12/1/2012,33%,5,166,424,0.262
Equatorial Guinea,Africa,12/1/2012,44%,135,164,492,0
Liberia,Africa,12/1/2012,27%,6,149,158,0.135
Comoros,Africa,12/1/2012,218%,20,160,100,0.105
Kenya,Africa,12/1/2012,44%,32,122,340,0.197
Rwanda,Africa,12/1/2012,31%,3,54,134,0
Sierra Leone,Africa,12/1/2012,32%,12,137,357,0.21
Cote d'Ivoire,Africa,12/1/2012,39%,32,173,270,0
South Sudan,Africa,12/1/2012,26%,17,184,218,0
Guinea,Africa,12/1/2012,91%,35,179,416,0
Togo,Africa,12/1/2012,49%,38,159,270,0
Benin,Africa,12/1/2012,66%,26,175,270,0
Eritrea,Africa,12/1/2012,85%,84,185,216,0
Guinea-Bissau,Africa,12/1/2012,46%,9,181,208,0
Cameroon,Africa,12/1/2012,49%,15,162,654,0
Congo (Brazzaville),Africa,12/1/2012,65%,161,186,606,0
Senegal,Africa,12/1/2012,46%,6,176,666,0
Mozambique,Africa,12/1/2012,38%,13,142,230,0.168
Malawi,Africa,12/1/2012,32%,40,161,175,0.323
Tanzania,Africa,12/1/2012,45%,26,136,172,0.155
Burkina Faso,Africa,12/1/2012,44%,13,154,270,0
Nigeria,Africa,12/1/2012,34%,28,138,956,0.168
Congo (Kinshasa),Africa,12/1/2012,339%,58,183,336,0.284
Zambia,Africa,12/1/2012,15%,17,90,183,0.121
"Gambia, The",Africa,12/1/2012,283%,27,148,376,0.28
Somalia,Africa,12/1/2012,0%,0,0,0,0
Uganda,Africa,12/1/2012,37%,33,126,213,0.263
Angola,Africa,12/1/2012,52%,66,178,282,0.167
Burundi,Africa,12/1/2012,52%,8,157,274,0.143
Chad,Africa,12/1/2012,76%,62,189,732,0
Mali,Africa,12/1/2012,51%,8,153,270,0
Niger,Africa,12/1/2012,44%,17,174,270,0
Macao SAR,Asia,12/1/2005,0%,0,0,0,0.07
Hong Kong SAR,Asia,12/1/2005,24%,11,0,80,0.078
Japan,Asia,12/1/2005,53%,30,0,315,0.017
South Korea,Asia,12/1/2005,35%,17,0,290,0.056
Singapore,Asia,12/1/2005,28%,6,0,80,0.053
China,Asia,12/1/2005,80%,48,0,832,0.056
Thailand,Asia,12/1/2005,38%,33,0,264,0.058
Georgia,Asia,12/1/2005,57%,21,0,448,0.176
Armenia,Asia,12/1/2005,37%,18,0,580,0.18
North Korea,Asia,12/1/2005,0%,0,0,0,0
Azerbaijan,Asia,12/1/2005,46%,113,0,756,0.17
Vietnam,Asia,12/1/2005,40%,45,0,"1,050",0.11
Kazakhstan,Asia,12/1/2005,44%,25,0,271,0
Myanmar,Asia,12/1/2005,0%,0,0,0,0.15
Sri Lanka,Asia,12/1/2005,57%,48,0,256,0.108
Malaysia,Asia,12/1/2005,36%,37,0,190,0.06
Mongolia,Asia,12/1/2005,40%,13,0,204,0.306
